Step,r_semeval_no_super - accuracy,r_semeval_no_super - accuracy__MIN,r_semeval_no_super - accuracy__MAX,r_semeval_100_1.0_32 - accuracy,r_semeval_100_1.0_32 - accuracy__MIN,r_semeval_100_1.0_32 - accuracy__MAX,r_semeval_300_1.0_32 - accuracy,r_semeval_300_1.0_32 - accuracy__MIN,r_semeval_300_1.0_32 - accuracy__MAX,r_semeval_200_1.0_32 - accuracy,r_semeval_200_1.0_32 - accuracy__MIN,r_semeval_200_1.0_32 - accuracy__MAX
99,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7630057803468208,0.7630057803468208,0.7630057803468208
100,0.653179190751445,0.653179190751445,0.653179190751445,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7572254335260116,0.7572254335260116,0.7572254335260116
101,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7572254335260116,0.7572254335260116,0.7572254335260116
102,0.6416184971098265,0.6416184971098265,0.6416184971098265,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7630057803468208,0.7630057803468208,0.7630057803468208
103,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7630057803468208,0.7630057803468208,0.7630057803468208
104,0.6473988439306358,0.6473988439306358,0.6473988439306358,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023
105,0.6416184971098265,0.6416184971098265,0.6416184971098265,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7514450867052023,0.7514450867052023,0.7514450867052023
106,0.6473988439306358,0.6473988439306358,0.6473988439306358,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7572254335260116,0.7572254335260116,0.7572254335260116
107,0.6473988439306358,0.6473988439306358,0.6473988439306358,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7398843930635838,0.7398843930635838,0.7398843930635838
108,0.6473988439306358,0.6473988439306358,0.6473988439306358,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7572254335260116,0.7572254335260116,0.7572254335260116
109,0.653179190751445,0.653179190751445,0.653179190751445,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7514450867052023,0.7514450867052023,0.7514450867052023
110,0.6473988439306358,0.6473988439306358,0.6473988439306358,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7630057803468208,0.7630057803468208,0.7630057803468208
111,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7456647398843931,0.7456647398843931,0.7456647398843931
112,0.653179190751445,0.653179190751445,0.653179190751445,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7456647398843931,0.7456647398843931,0.7456647398843931
113,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7514450867052023,0.7514450867052023,0.7514450867052023
114,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
115,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7572254335260116,0.7572254335260116,0.7572254335260116
116,0.653179190751445,0.653179190751445,0.653179190751445,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7572254335260116,0.7572254335260116,0.7572254335260116
117,0.653179190751445,0.653179190751445,0.653179190751445,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7514450867052023,0.7514450867052023,0.7514450867052023
118,0.653179190751445,0.653179190751445,0.653179190751445,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
119,0.653179190751445,0.653179190751445,0.653179190751445,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7630057803468208,0.7630057803468208,0.7630057803468208
120,0.6473988439306358,0.6473988439306358,0.6473988439306358,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7341040462427746,0.7341040462427746,0.7341040462427746
121,0.653179190751445,0.653179190751445,0.653179190751445,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7456647398843931,0.7456647398843931,0.7456647398843931
122,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7456647398843931,0.7456647398843931,0.7456647398843931
123,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7341040462427746,0.7341040462427746,0.7341040462427746
124,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7398843930635838,0.7398843930635838,0.7398843930635838
125,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7572254335260116,0.7572254335260116,0.7572254335260116
126,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7572254335260116,0.7572254335260116,0.7572254335260116
127,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7514450867052023,0.7514450867052023,0.7514450867052023
128,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7514450867052023,0.7514450867052023,0.7514450867052023
129,0.653179190751445,0.653179190751445,0.653179190751445,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7456647398843931,0.7456647398843931,0.7456647398843931
130,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7514450867052023,0.7514450867052023,0.7514450867052023
131,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7456647398843931,0.7456647398843931,0.7456647398843931
132,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7572254335260116,0.7572254335260116,0.7572254335260116
133,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7514450867052023,0.7514450867052023,0.7514450867052023
134,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7398843930635838,0.7398843930635838,0.7398843930635838
135,0.653179190751445,0.653179190751445,0.653179190751445,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7456647398843931,0.7456647398843931,0.7456647398843931
136,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7514450867052023,0.7514450867052023,0.7514450867052023
137,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7514450867052023,0.7514450867052023,0.7514450867052023
138,0.653179190751445,0.653179190751445,0.653179190751445,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7514450867052023,0.7514450867052023,0.7514450867052023
139,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7398843930635838,0.7398843930635838,0.7398843930635838
140,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7456647398843931,0.7456647398843931,0.7456647398843931
141,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7514450867052023,0.7514450867052023,0.7514450867052023
142,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7572254335260116,0.7572254335260116,0.7572254335260116
143,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7630057803468208,0.7630057803468208,0.7630057803468208
144,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7687861271676301,0.7687861271676301,0.7687861271676301
145,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7803468208092486,0.7803468208092486,0.7803468208092486
146,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7745664739884393,0.7745664739884393,0.7745664739884393
147,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7572254335260116,0.7572254335260116,0.7572254335260116
148,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7572254335260116,0.7572254335260116,0.7572254335260116
149,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7687861271676301,0.7687861271676301,0.7687861271676301
150,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7572254335260116,0.7572254335260116,0.7572254335260116
151,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7514450867052023,0.7514450867052023,0.7514450867052023
152,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7514450867052023,0.7514450867052023,0.7514450867052023
153,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7630057803468208,0.7630057803468208,0.7630057803468208
154,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7456647398843931,0.7456647398843931,0.7456647398843931
155,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7572254335260116,0.7572254335260116,0.7572254335260116
156,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7514450867052023,0.7514450867052023,0.7514450867052023
157,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7398843930635838,0.7398843930635838,0.7398843930635838
158,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7630057803468208,0.7630057803468208,0.7630057803468208
159,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.791907514450867,0.791907514450867,0.791907514450867,0.7745664739884393,0.7745664739884393,0.7745664739884393
160,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.791907514450867,0.791907514450867,0.791907514450867,0.7687861271676301,0.7687861271676301,0.7687861271676301
161,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7630057803468208,0.7630057803468208,0.7630057803468208
162,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.791907514450867,0.791907514450867,0.791907514450867,0.7630057803468208,0.7630057803468208,0.7630057803468208
163,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.791907514450867,0.791907514450867,0.791907514450867,0.7630057803468208,0.7630057803468208,0.7630057803468208
164,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.791907514450867,0.791907514450867,0.791907514450867,0.7745664739884393,0.7745664739884393,0.7745664739884393
165,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7630057803468208,0.7630057803468208,0.7630057803468208
166,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7976878612716763,0.7976878612716763,0.7976878612716763,0.7803468208092486,0.7803468208092486,0.7803468208092486
167,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.8034682080924855,0.8034682080924855,0.8034682080924855,0.7572254335260116,0.7572254335260116,0.7572254335260116
168,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.8034682080924855,0.8034682080924855,0.8034682080924855,0.7630057803468208,0.7630057803468208,0.7630057803468208
169,0.6589595375722543,0.6589595375722543,0.6589595375722543,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7976878612716763,0.7976878612716763,0.7976878612716763,0.7803468208092486,0.7803468208092486,0.7803468208092486
170,0.6647398843930635,0.6647398843930635,0.6647398843930635,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.791907514450867,0.791907514450867,0.791907514450867,0.7687861271676301,0.7687861271676301,0.7687861271676301
171,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.791907514450867,0.791907514450867,0.791907514450867,0.7630057803468208,0.7630057803468208,0.7630057803468208
172,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7341040462427746,0.7341040462427746,0.7341040462427746
173,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7572254335260116,0.7572254335260116,0.7572254335260116
174,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393
175,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7687861271676301,0.7687861271676301,0.7687861271676301
176,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7514450867052023,0.7514450867052023,0.7514450867052023,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7745664739884393,0.7745664739884393,0.7745664739884393
177,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7687861271676301,0.7687861271676301,0.7687861271676301
178,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.791907514450867,0.791907514450867,0.791907514450867,0.7630057803468208,0.7630057803468208,0.7630057803468208
179,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7687861271676301,0.7687861271676301,0.7687861271676301
180,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7803468208092486
181,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7861271676300579,0.7861271676300579,0.7861271676300579
182,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7687861271676301
183,0.6763005780346821,0.6763005780346821,0.6763005780346821,0.7572254335260116,0.7572254335260116,0.7572254335260116,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7687861271676301,0.7687861271676301,0.7687861271676301
184,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7572254335260116,0.7572254335260116,0.7572254335260116
185,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7861271676300579,0.7861271676300579,0.7861271676300579,0.7745664739884393,0.7745664739884393,0.7745664739884393
186,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7456647398843931,0.7456647398843931,0.7456647398843931,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7572254335260116,0.7572254335260116,0.7572254335260116
187,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7630057803468208,0.7630057803468208,0.7630057803468208
188,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7398843930635838,0.7398843930635838,0.7398843930635838,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7630057803468208,0.7630057803468208,0.7630057803468208
189,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7630057803468208,0.7630057803468208,0.7630057803468208
190,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7687861271676301,0.7687861271676301,0.7687861271676301
191,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7630057803468208,0.7630057803468208,0.7630057803468208
192,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7572254335260116,0.7572254335260116,0.7572254335260116
193,0.6705202312138728,0.6705202312138728,0.6705202312138728,0.7341040462427746,0.7341040462427746,0.7341040462427746,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7630057803468208,0.7630057803468208,0.7630057803468208
194,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7687861271676301,0.7687861271676301,0.7687861271676301
195,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7630057803468208,0.7630057803468208,0.7630057803468208
196,0.6878612716763006,0.6878612716763006,0.6878612716763006,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7803468208092486,0.7803468208092486,0.7803468208092486,0.7630057803468208,0.7630057803468208,0.7630057803468208
197,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393,0.7745664739884393
198,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7225433526011561,0.7225433526011561,0.7225433526011561,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7745664739884393,0.7745664739884393,0.7745664739884393
199,0.6820809248554913,0.6820809248554913,0.6820809248554913,0.7167630057803468,0.7167630057803468,0.7167630057803468,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208,0.7630057803468208
200,,,,0.7283236994219653,0.7283236994219653,0.7283236994219653,0.7687861271676301,0.7687861271676301,0.7687861271676301,0.7630057803468208,0.7630057803468208,0.7630057803468208
