epoch;averagre reward
1;-93.02701342
2;-93.08878232
3;-93.20289936
4;-93.16739302
5;-93.14560997
6;-93.22813821
7;-93.20517989
8;-93.32224631
9;-93.33375412
10;-93.49588413
11;-93.60011234
12;-93.75558501
13;-93.77272163
14;-93.76867483
15;-93.79702642
16;-93.90117981
17;-93.93714425
18;-94.04300976
19;-94.11129364
20;-94.20703922
21;-94.30695271
22;-94.34549287
23;-94.44878496
24;-94.5273045
25;-94.5987514
26;-94.62249269
27;-94.79992994
28;-94.90870903
29;-94.99066922
30;-95.45599587
31;-95.46096141
32;-95.33771377
33;-95.336789
34;-95.28996335
35;-95.35553291
36;-95.58116272
37;-95.58940013
38;-95.44978392
39;-95.55569999
40;-95.72069039
41;-95.87650733
42;-96.16348873
43;-96.12665521
44;-96.03181994
45;-96.04401629
46;-96.15892108
47;-96.14671984
48;-96.20219443
49;-96.15040668
50;-96.08663817
51;-95.99450606
52;-95.69189347
53;-95.40915819
54;-94.957503
55;-95.0155584
56;-94.81756041
57;-94.7885313
58;-94.8421769
59;-94.19772868
60;-93.8137598
61;-93.61203626
62;-93.54201594
63;-93.35417428
64;-93.25437605
65;-93.15977193
66;-93.24159622
67;-92.98978242
68;-92.93438886
69;-92.49770958
70;-92.43950895
71;-92.4131968
72;-92.22009774
73;-91.94467598
74;-91.29686415
75;-90.90152614
76;-90.34868961
77;-89.34490509
78;-88.87595953
79;-88.36802921
80;-87.52779059
81;-86.87184736
82;-85.67393766
83;-85.7189498
84;-85.23922687
85;-84.79273878
86;-84.37083191
87;-83.69727128
88;-83.22257397
89;-82.84631795
90;-81.3259401
91;-80.66373601
92;-79.96763388
93;-78.84030397
94;-78.6274308
95;-78.15531367
96;-77.13572944
97;-76.71111589
98;-76.38328263
99;-76.16646972
100;-75.61592048
101;-74.54082337
102;-73.90861759
103;-72.77145336
104;-72.17753762
105;-71.64298834
106;-70.94685394
107;-70.59294843
108;-68.83107771
109;-68.39947116
110;-67.93432132
111;-67.46450741
112;-66.16810558
113;-64.94472698
114;-64.45152008
115;-64.34804309
116;-63.66010623
117;-61.63813202
118;-60.61140096
119;-59.31877047
120;-57.70673948
121;-56.54543683
122;-55.20318224
123;-54.24290471
124;-52.4157824
125;-52.61228771
126;-51.84575295
127;-51.1928488
128;-50.43749816
129;-49.05831904
130;-48.08866007
131;-47.18101771
132;-46.99286968
133;-46.54822595
134;-44.63893929
135;-43.67411146
136;-43.79168079
137;-43.0695193
138;-42.06565929
139;-41.21936135
140;-40.77981747
141;-40.22426309
142;-38.90898171
143;-38.04050241
144;-36.90014058
145;-35.6778565
146;-34.11171385
147;-34.10121178
148;-33.13617529
149;-32.0762379
150;-30.65406829
151;-27.79999414
152;-27.74533962
153;-27.32252467
154;-27.52856951
155;-26.31300835
156;-26.26708575
157;-25.51334387
158;-24.32287248
159;-24.74804195
160;-24.42275837
161;-24.2636265
162;-23.22237231
163;-22.50132206
164;-21.58795634
165;-19.45353046
166;-18.74183515
167;-18.1100377
168;-17.61330223
169;-17.7348087
170;-17.19313668
171;-17.38759319
172;-16.00523838
173;-15.98168426
174;-15.00314264
175;-15.18720712
176;-14.41523648
177;-13.02464438
178;-12.91617958
179;-13.12643232
180;-12.40312888
181;-11.86900603
182;-11.4035183
183;-10.10938655
184;-10.41265861
185;-10.05903435
186;-10.0112909
187;-7.252660371
188;-6.729572712
189;-7.447080939
190;-7.024331248
191;-5.792530039
192;-5.589278112
193;-5.459105054
194;-5.186826134
195;-5.623798836
196;-5.614713442
197;-5.857882104
198;-5.687772274
199;-4.322944154
200;-4.133541289
201;-3.300088368
202;-4.851236325
203;-3.533476366
204;-2.327322253
205;-2.045311466
206;-1.619637531
207;-1.087559201
208;-0.263652814
209;-0.392309875
210;-0.44534304
211;0.57510403
212;0.978632019
213;0.966454232
214;0.094759896
215;-0.536733592
216;-1.749636425
217;-0.487436189
218;-0.017630542
219;-0.710749131
220;0.353544279
221;0.025789902
222;0.289961195
223;-0.828567038
224;-0.994618557
225;-2.009183627
226;-2.086498459
227;-1.385276198
228;-1.570641758
229;-1.786722402
230;-1.23978825
231;-1.885092148
232;-1.539941229
233;-2.866402079
234;-2.701836873
235;-2.675956096
236;-3.542852219
237;-4.200062205
238;-5.223692163
239;-5.699743747
240;-5.487382754
241;-5.175845657
242;-5.03411886
243;-5.39806469
244;-6.383591418
245;-6.44025324
246;-6.376258272
247;-5.532102791
248;-6.150760602
249;-5.544597098
250;-6.601414236
251;-6.727035644
252;-6.762892649
253;-6.993876036
254;-7.346705149
255;-8.469011885
256;-8.060213053
257;-9.179288676
258;-8.410817157
259;-8.669898474
260;-9.434009199
261;-8.868935847
262;-8.713893617
263;-8.684436657
264;-8.78558685
265;-8.529622395
266;-7.992760333
267;-8.232044352
268;-8.4286306
269;-8.635171841
270;-8.03927879
271;-8.562562291
272;-8.240026857
273;-8.782558763
274;-7.882140073
275;-7.492255288
276;-7.078063461
277;-7.083837516
278;-6.37284559
279;-6.270745759
280;-5.264161207
281;-5.210689241
282;-4.666868966
283;-4.926966024
284;-3.694114468
285;-4.140501311
286;-3.584159571
287;-2.712863934
288;-1.231623968
289;-1.211783433
290;-0.423260279
291;1.085447281
292;1.221482002
293;1.503834526
294;1.245883204
295;2.519202487
296;3.021902591
297;3.703438897
298;4.231087582
299;5.830782386
300;6.119180512
301;6.868359308
302;8.186621111
303;7.951092534
304;8.336558766
305;8.932023898
306;10.76068418
307;11.11928868
308;11.54190434
309;11.76391049
310;12.66091481
311;14.60382109
312;15.00047097
313;15.10844124
314;15.66023699
315;16.47780776
316;16.84398549
317;16.87370428
318;17.50233141
319;17.42587812
320;18.46648246
321;18.91168432
322;19.9746232
323;21.20505905
324;21.6267923
325;21.52864697
326;22.17145887
327;23.6283123
328;23.78106023
329;23.62439982
330;23.16249252
331;23.65798846
332;24.28728385
333;25.04283773
334;26.12223363
335;26.21114543
336;27.11090512
337;28.00043499
338;28.12539926
339;28.95208663
340;29.9542401
341;30.26078036
342;30.71162636
343;30.92557918
344;31.51175191
345;31.9370635
346;31.69984077
347;32.20600252
348;32.63921207
349;32.8372357
350;32.28715665
351;33.1161274
352;32.40131251
353;32.27869645
354;32.92575074
355;34.01802923
356;33.87789657
357;34.01444224
358;34.87313771
359;35.90640359
360;35.99685171
361;36.28821124
362;36.38541753
363;36.85910299
364;38.27996869
365;39.01596617
366;39.12028098
367;40.04181899
368;40.55575142
369;42.11545116
370;42.65576911
371;41.39536489
372;41.76498783
373;42.49196308
374;42.78286858
375;44.24356765
376;44.75004421
377;46.08287072
378;46.79447613
379;48.21943285
380;49.16806749
381;50.30493659
382;51.35078595
383;51.548889
384;50.95263479
385;51.04221311
386;52.64168056
387;53.1881229
388;53.84287406
389;54.5149647
390;54.65217915
391;53.42211084
392;53.68390088
393;54.00338048
394;54.18091969
395;54.00790753
396;54.57415566
397;56.0243511
398;56.65419727
399;56.20098733
400;56.3709673
401;56.36036408
402;56.64522869
403;57.27159756
404;57.74780982
405;58.24134158
406;58.83859195
407;58.53985382
408;58.60649617
409;58.53773843
410;58.74545824
411;58.50368938
412;59.04746511
413;59.74068992
414;59.75132541
415;58.25651119
416;57.88628573
417;57.74591275
418;58.12868221
419;57.72797151
420;56.74447849
421;57.88177062
422;58.45317608
423;57.76777785
424;57.71091186
425;58.09283727
426;57.29965201
427;57.09307883
428;56.2311186
429;55.43772665
430;55.20536364
431;52.84960042
432;53.17230404
433;52.47672896
434;52.41566052
435;53.32976845
436;52.4342018
437;50.58215167
438;49.30852316
439;49.25842024
440;49.44010879
441;49.20748122
442;49.48023131
443;50.06560355
444;49.91479709
445;50.83207185
446;51.06006349
447;50.76617999
448;50.41323018
449;50.76096148
450;51.28261309
451;50.70205755
452;50.64217242
453;48.94318329
454;50.15756744
455;50.55997408
456;49.43552959
457;49.1624195
458;50.53802495
459;50.24767873
460;50.33787368
461;49.58054489
462;49.62132849
463;48.57318001
464;48.7567125
465;47.86882116
466;49.50380345
467;49.57243161
468;50.30416103
469;49.89001408
470;50.52243184
471;51.03257586
472;50.78195229
473;52.0431483
474;53.22260592
475;52.738951
476;51.56740015
477;51.60304104
478;51.92968388
479;52.60970133
480;52.45873433
481;52.14073977
482;54.6070607
483;53.54889161
484;54.43687854
485;55.13334138
486;55.48020899
487;56.3271443
488;57.58516667
489;57.84413707
490;57.08942245
491;56.37951321
492;55.67091111
493;56.0589342
494;56.00280183
495;55.51392105
496;54.64552125
497;53.86410237
498;54.5084742
499;53.45612186
500;52.99167331
501;52.06398837
502;52.23362855
503;52.17478382
504;53.65994804
505;52.50361971
506;51.27922928
507;51.27213963
508;50.72487929
509;48.84232135
510;48.54569292
511;48.04192309
512;48.31566009
513;49.47870713
514;50.05617519
515;48.12722767
516;48.83883498
517;47.03423699
518;46.69749651
519;46.36481352
520;46.7051898
521;46.47558128
522;45.59629921
523;43.66991575
524;42.58826408
525;40.25654364
526;40.7734239
527;39.98969842
528;40.14229101
529;39.58765915
530;39.18088897
531;39.00828155
532;39.65766564
533;38.64976722
534;39.22676266
535;38.64857593
536;36.616841
537;34.67548847
538;34.17256278
539;33.52739648
540;33.32495987
541;33.8137425
542;33.12592789
543;34.32663422
544;34.35660815
545;33.28751933
546;32.72055264
547;32.71598113
548;32.3363955
549;32.50663479
550;32.98139066
551;31.72258699
552;33.02481494
553;32.42776268
554;31.8800981
555;30.93192795
556;30.70352258
557;30.5233809
558;30.56524859
559;30.07812839
560;31.23663371
561;30.60486732
562;30.44220906
563;31.48604267
564;31.29157766
565;30.18436747
566;30.97737856
567;30.78354137
568;31.31205662
569;31.18764779
570;30.7660981
571;29.4712669
572;30.43829265
573;32.30226207
574;32.80430433
575;32.77491106
576;32.82144916
577;31.50355863
578;32.46961645
579;31.48200074
580;31.18813273
581;31.21364693
582;30.62506542
583;29.6505032
584;30.54423535
585;30.67027187
586;29.89511955
587;30.67266613
588;30.64031694
589;30.03151973
590;29.93239933
591;30.57497279
592;29.4890741
593;29.14138586
594;27.35043544
595;27.24904696
596;27.37760907
597;26.60603173
598;26.38751389
599;27.14954281
600;26.18135822
601;25.63793141
602;25.84591094
603;24.58723668
604;23.99573941
605;24.34640022
606;23.98124406
607;23.70983898
608;24.02622378
609;24.34836253
610;24.85571691
611;24.46976201
612;25.0092458
613;25.20163852
614;23.34741012
615;22.88532022
616;23.61169524
617;23.01583839
618;24.3809713
619;24.95447513
620;26.0404155
621;25.73870194
622;26.99192037
623;26.29798479
624;24.91486479
625;26.39355489
626;26.51648407
627;27.5001553
628;27.26437916
629;26.74536698
630;26.97928664
631;26.54815504
632;27.06161904
633;28.23424696
634;28.93490252
635;27.40655991
636;26.61037785
637;26.87743205
638;27.03041507
639;28.22199408
640;29.03434354
641;29.53028375
642;29.55600102
643;29.93060777
644;30.87864035
645;31.48557468
646;32.94085093
647;33.09426926
648;33.79519584
649;34.36037265
650;32.73667292
651;31.87477198
652;33.51776765
653;33.89805523
654;35.27438748
655;35.48597417
656;36.16379228
657;36.87874576
658;38.05947633
659;37.93808873
660;38.67768189
661;39.85701585
662;40.10733985
663;40.38344394
664;40.84296055
665;42.78158309
666;42.34350548
667;41.16879014
668;41.02930738
669;39.18682325
670;39.41692866
671;39.4858346
672;40.11389208
673;38.95256611
674;39.77524475
675;39.62494682
676;39.36598718
677;39.81524652
678;39.78826147
679;40.49233041
680;40.13133083
681;40.60292328
682;40.83680033
683;40.01503314
684;39.85262927
685;38.26124448
686;38.42091039
687;38.79142268
688;39.62191603
689;40.04563146
690;39.02034115
691;37.4609196
692;36.2148664
693;37.02447859
694;37.23501782
695;36.54209948
696;36.70895567
697;34.91138748
698;34.27146959
699;34.32920123
700;33.33035947
701;34.42817248
702;35.33611919
703;34.01794216
704;32.98263262
705;31.55961186
706;32.77490761
707;32.05839631
708;31.336249
709;30.12368509
710;29.92615117
711;28.40100863
712;25.47395025
713;25.37486128
714;25.60957212
715;24.87723995
716;25.24273759
717;24.39064682
718;24.23059338
719;24.57888366
720;25.47624329
721;24.55404256
722;24.11517371
723;23.70595634
724;23.55049686
725;23.06720671
726;23.12937804
727;21.8848519
728;20.96766972
729;20.6251639
730;19.87398792
731;19.48079309
732;18.65847511
733;18.93257211
734;18.63182275
735;17.80408556
736;19.65930409
737;20.69226717
738;21.2294928
739;19.91683719
740;19.12764031
741;19.38760879
742;20.63534194
743;20.88782636
744;19.31375855
745;17.56611738
746;17.7085691
747;17.208556
748;17.74669451
749;17.87259986
750;17.97388625
751;19.44731868
752;20.09671461
753;20.57028657
754;19.65822973
755;20.80196628
756;22.10321605
757;21.4142994
758;21.31526141
759;22.67305399
760;24.24224817
761;23.71164853
762;22.81611884
763;23.86694267
764;23.11825215
765;21.82079606
766;20.6330497
767;19.35518437
768;19.87140412
769;19.94042719
770;20.14080428
771;18.23939473
772;19.72142125
773;17.90001233
774;18.78418288
775;18.93459682
776;17.28272092
777;15.66565655
778;15.73286025
779;16.08553741
780;16.48433172
781;17.34253851
782;18.03283609
783;18.12520978
784;17.73619542
785;17.3006196
786;16.38214883
787;15.04419715
788;13.86927466
789;12.77401453
790;12.97025494
791;12.63842664
792;12.78467284
793;12.94999353
794;13.80856427
795;13.73569496
796;15.26131181
797;14.47423163
798;14.54377874
799;13.03658853
800;13.07577024
801;12.69311292
802;10.27755046
803;8.351924907
804;6.938963542
805;6.953136951
806;6.917827487
807;6.299626881
808;5.805013417
809;5.355404613
810;2.959977404
811;0.886063391
812;0.929972589
813;1.47106694
814;0.374662941
815;0.680230062
816;0.775637987
817;0.658923231
818;-0.345345439
819;-0.535667971
820;-0.461386087
821;-1.635636516
822;-1.265914665
823;-2.759715054
824;-1.844989433
825;-4.518753764
826;-4.574208218
827;-4.772816418
828;-4.233240437
829;-4.15740806
830;-4.758248801
831;-6.026459793
832;-6.900771585
833;-6.536869299
834;-6.422781598
835;-6.290201354
836;-7.688040727
837;-7.767105337
838;-9.041450765
839;-9.717203807
840;-9.130697376
841;-10.44548054
842;-10.84443837
843;-12.10314903
844;-13.92922239
845;-15.54624629
846;-16.24979758
847;-17.44041801
848;-17.33855824
849;-18.31187763
850;-17.85315151
851;-18.40827948
852;-19.05071261
853;-19.1018978
854;-18.23263487
855;-18.45314285
856;-17.76103295
857;-18.90312152
858;-20.32881508
859;-21.23947025
860;-21.11204675
861;-20.51007672
862;-19.75251792
863;-19.97050335
864;-20.32656938
865;-19.70554264
866;-21.21729872
867;-22.2407078
868;-21.75653126
869;-22.15171091
870;-22.8911507
871;-22.78826549
872;-23.17524764
873;-23.32981848
874;-23.8432434
875;-24.23651948
876;-23.30023902
877;-24.09522191
878;-24.49205798
879;-24.63589315
880;-25.8147054
881;-24.56951209
882;-23.37761403
883;-23.16137203
884;-24.40047874
885;-25.19237743
886;-25.63397905
887;-23.37954166
888;-22.06838792
889;-22.17353234
890;-22.07431614
891;-21.57401103
892;-20.68765075
893;-20.84238136
894;-20.8277977
895;-20.36272077
896;-19.65267814
897;-19.62490665
898;-18.66201401
899;-18.95873977
900;-18.63921376
901;-19.04615614
902;-18.96031071
903;-18.99837634
904;-18.76387655
905;-18.95430059
906;-18.32849197
907;-19.65661328
908;-19.89822619
909;-19.54537399
910;-19.11349452
911;-19.43633627
912;-18.98550709
913;-19.22500064
914;-18.53600961
915;-18.70922104
916;-19.16861
917;-18.40205907
918;-18.10093038
919;-18.01294062
920;-17.98754907
921;-18.16055929
922;-18.86724524
923;-18.28883293
924;-18.37524592
925;-18.18328942
926;-18.55775608
927;-19.02268181
928;-18.63367536
929;-18.41805832
930;-18.30730302
931;-17.92546571
932;-20.11531749
933;-21.06408615
934;-21.46453377
935;-21.33301716
936;-20.21620291
937;-20.41059818
938;-21.93856908
939;-23.27396849
940;-22.64928392
941;-22.15507698
942;-24.25992184
943;-24.97890714
944;-24.96206734
945;-24.51751614
946;-24.41892838
947;-25.24760123
948;-25.61434517
949;-26.26954505
950;-25.80286017
951;-25.96652119
952;-26.24946138
953;-26.63372845
954;-26.35735046
955;-26.8971983
956;-26.84847626
957;-27.65979236
958;-27.29191159
959;-26.27321138
960;-26.04113774
961;-25.84968468
962;-25.86999943
963;-26.53364976
964;-26.98329339
965;-27.599264
966;-26.88445623
967;-26.89329966
968;-27.04760932
969;-27.0894076
970;-27.70288907
971;-27.52915609
972;-26.97795804
973;-26.67887067
974;-26.54050184
975;-25.71865295
976;-26.563787
977;-25.88717879
978;-25.70556144
979;-24.94325695
980;-24.77065383
981;-25.38349621
982;-25.80500218
983;-24.92396801
984;-25.07342608
985;-25.62247843
986;-25.33605117
987;-26.42239419
988;-25.9136411
989;-26.03753247
990;-26.35859521
991;-26.01276381
992;-26.02860216
993;-25.60177468
994;-25.64158384
995;-25.06968689
996;-25.03599613
997;-24.6098089
998;-24.03766761
999;-22.81397395
1000;-22.52864255
1001;-22.78934565
1002;-22.47694767
1003;-22.06786026
1004;-21.51724286
1005;-21.91828602
1006;-21.50245283
1007;-22.29912095
1008;-21.59105726
1009;-21.3416145
1010;-21.95330095
1011;-21.89974472
1012;-22.10051262
1013;-20.88463373
1014;-20.36794802
1015;-19.75862238
1016;-19.83615921
1017;-19.86993468
1018;-19.78299741
1019;-20.14404954
1020;-20.32168661
1021;-20.13118019
1022;-20.08325474
1023;-20.58298805
1024;-20.89567838
1025;-21.65591394
1026;-21.52111148
1027;-21.33181342
1028;-22.43770057
1029;-23.11889861
1030;-24.516156
1031;-24.48169789
1032;-24.5190698
1033;-24.03877792
1034;-23.79889612
1035;-23.81908807
1036;-23.00212805
1037;-23.18026657
1038;-22.30888512
1039;-22.79770723
1040;-22.94572446
1041;-22.32408393
1042;-22.98078108
1043;-22.24770529
1044;-22.94861216
1045;-22.6442811
1046;-22.19853162
1047;-20.83466107
1048;-20.41463392
1049;-20.89869593
1050;-21.8199045
1051;-23.06562993
1052;-22.49003258
1053;-22.3275195
1054;-22.06946318
1055;-22.46723777
1056;-22.11570585
1057;-21.78873751
1058;-21.28408978
1059;-21.70081595
1060;-21.75140982
1061;-21.87555966
1062;-22.50106781
1063;-22.30172124
1064;-23.72220227
1065;-24.23293533
1066;-24.79993125
1067;-24.25727809
1068;-24.79098887
1069;-25.50632169
1070;-25.13781751
1071;-24.14310989
1072;-24.11856202
1073;-24.8179654
1074;-24.15352773
1075;-24.00230591
1076;-23.99047956
1077;-24.25713974
1078;-24.30457941
1079;-24.27962177
1080;-22.96228139
1081;-22.87809097
1082;-23.42864591
1083;-22.96748942
1084;-23.05029814
1085;-23.83870553
1086;-23.63895016
1087;-23.92802047
1088;-23.58173285
1089;-23.9675643
1090;-22.74256459
1091;-22.69759315
1092;-22.69171198
1093;-23.14643031
1094;-24.22211978
1095;-24.10053736
1096;-24.33822773
1097;-25.87638616
1098;-28.091089
1099;-29.03907204
1100;-29.47815658
1101;-29.60419745
1102;-29.6725496
1103;-30.8840851
1104;-32.01341838
1105;-32.86466824
1106;-33.36441357
1107;-33.38449915
1108;-34.53925538
1109;-35.28113666
1110;-35.21059288
1111;-35.49954657
1112;-36.01186398
1113;-36.4646836
1114;-37.57731817
1115;-37.76407147
1116;-38.22395501
1117;-38.84920727
1118;-40.11137158
1119;-40.47357199
1120;-40.23525195
1121;-41.12482878
1122;-42.51969651
1123;-43.0682127
1124;-43.30507289
1125;-44.34275786
1126;-44.4267933
1127;-44.92698769
1128;-46.03177207
1129;-46.72562403
1130;-46.89697955
1131;-48.29253565
1132;-48.49407805
1133;-48.47992061
1134;-48.96355852
1135;-49.40877052
1136;-49.72327901
1137;-50.40137826
1138;-51.25419272
1139;-52.2117939
1140;-52.82019456
1141;-54.63578797
1142;-54.92833371
1143;-54.95246743
1144;-55.15979455
1145;-56.00593088
1146;-56.28522312
1147;-56.83537899
1148;-56.15707065
1149;-56.48406762
1150;-57.17918983
1151;-57.36607317
1152;-57.71303477
1153;-56.98663774
1154;-56.46081943
1155;-56.37418617
1156;-55.09110649
1157;-54.7849234
1158;-55.30845621
1159;-54.77993478
1160;-54.47726928
1161;-54.8302328
1162;-54.85383945
1163;-55.25136302
1164;-55.03695776
1165;-54.74178061
1166;-55.22516516
1167;-55.11393233
1168;-55.26017429
1169;-55.27157896
1170;-55.22774242
1171;-55.5064417
1172;-55.52704698
1173;-55.33064947
1174;-55.08948154
1175;-55.19566839
1176;-54.93806921
1177;-55.43869879
1178;-55.24213168
1179;-55.06202678
1180;-54.96027681
1181;-54.80711513
1182;-54.81926935
1183;-54.99541557
1184;-55.24771947
1185;-55.05714549
1186;-55.18046389
1187;-55.09273858
1188;-54.78950927
1189;-54.96001888
1190;-55.29905706
1191;-55.88566668
1192;-55.84456274
1193;-55.87802643
1194;-56.24760684
1195;-55.70268055
1196;-55.18065214
1197;-55.22431847
1198;-55.0350431
1199;-55.89533228
1200;-55.91964339
1201;-55.83675874
1202;-55.39225862
1203;-55.49290408
1204;-56.10156482
1205;-56.84927224
1206;-57.03345768
1207;-58.6021533
1208;-59.04148052
1209;-59.22358325
1210;-59.1548477
1211;-59.69403697
1212;-60.02060435
1213;-60.6340636
1214;-60.73157138
1215;-61.3196725
1216;-61.40483193
1217;-61.32598475
1218;-61.3980437
1219;-61.45253383
1220;-61.53759946
1221;-61.83913309
1222;-61.82555345
1223;-61.94047121
1224;-62.15859177
1225;-62.32112212
1226;-62.45733732
1227;-63.02170621
1228;-63.09644984
1229;-63.09604324
1230;-63.1759504
1231;-63.17789823
1232;-63.43493814
1233;-63.52640265
1234;-63.48515626
1235;-63.52337638
1236;-63.75283891
1237;-63.65941333
1238;-63.83693811
1239;-64.02562243
1240;-64.08403536
1241;-64.21443194
1242;-63.98825289
1243;-64.07163184
1244;-64.37304453
1245;-64.73944138
1246;-65.12614131
1247;-65.69912545
1248;-65.61033583
1249;-66.09362423
1250;-66.08347847
1251;-66.03639696
1252;-66.30039814
1253;-66.54214075
1254;-66.65756675
1255;-66.76998355
1256;-66.63530318
1257;-66.80544316
1258;-66.84248229
1259;-66.81933434
1260;-66.71758806
1261;-67.00694665
1262;-66.79092458
1263;-66.28921869
1264;-66.4004662
1265;-66.56574223
1266;-66.6021687
1267;-67.0176241
1268;-66.99784434
1269;-67.13759483
1270;-67.35328984
1271;-67.25158413
1272;-66.99279987
1273;-67.05514615
1274;-67.02710226
1275;-67.24582632
1276;-67.35462346
1277;-67.45069502
1278;-67.45862028
1279;-67.49427137
1280;-67.57125266
1281;-67.69170424
1282;-67.62937675
1283;-67.53197417
1284;-67.12756549
1285;-67.21450762
1286;-67.26928185
1287;-67.52260772
1288;-67.91801333
1289;-68.04789775
1290;-68.36298661
1291;-68.48031538
1292;-68.39048269
1293;-68.56639816
